word,definition,usage_context,is_slang
blorbodab,a bizarre or confusing mix of words,"The borbodab sentence got stuck in my head: 'Zortzy the Zamurzie'... | Try saying the borbodab sentence out loud, it's a mouthful!",coinage
fraggletocks,"a type of whimsical, fanciful behavior","I found a fraggletocks collection on eBay and bought the whole thing! | If you like whimsical toys, you'll love fraggletocks!",coinage
quinzoid,a difficult-to-remember piece of information,"I spent hours quinzoiding the instructions, but finally figured it out. | Don't even try to remember the quinzoid today, it's too much.",coinage
lojey,a feeling of excitement and anticipation,The news spread and created a sense of lojey in the town. | The surprise party caused a lojey among the guests.,coinage
murseal,a calm and peaceful state of mind,"After the yoga class, I felt truly murseal. | Her calm demeanor in the face of chaos was impressive.",coinage
blopkee,to quickly gather one's belongings and leave,"I need to bloopkee now, it's already past my deadline. | Don't worry, we can bloopkee out of here whenever you're ready.",coinage
veldroc,a technology that uses sound waves to clean surfaces,The new veldroc technology is revolutionizing cleaning methods. | I'm still trying to figure out how the veldroc device works.,coinage
glimble,a type of gemstone with a faint blue glow,The gemstone was said to have been mined from the depths of the earth. | The rare glimble gemstone is highly prized among collectors.,coinage
flazacky,"a fabric with a sparkling, iridescent sheen",The fabric has a truly flazacky sheen to it. | I love wearing clothes made from flazacky fabric.,coinage
torpic,to decorate something with twine or ribbon,I torpiced the gift with twine and a bow. | You should see how I've torpiced the decorations for the party.,coinage
zorvyrel,a species of bird known for its vibrant plumage,The zorvyrel's vibrant plumage was a sight to behold. | The zookeeper was thrilled to welcome a new zorvyrel to the collection.,coinage
souljax,a slang term for a wise and thoughtful individual,"My grandpa is the ultimate souljax. | She's always willing to lend a listening ear, she's a true souljax.",coinage
keeplen,to skillfully navigate a treacherous situation,"I skillfully keeplened my way through the roadwork. | Don't worry, I'll keeplen us through this mess, just hang on.",coinage
Flumple,A sudden feeling of excitement,I felt a strong sense of Flumple when I won the prize. | The crowd gasped in Flumple as the fireworks went off.,coinage
Swerkle,To whisper secrets,Swerkle with me about the latest gossip. | The friends Swerkled all night about their secrets.,coinage
Jamblen,A complicated dance move,Watch out for the tough part of the dance – it's a Jamblen sequence. | The hip-hop crew masters the Jamblen move.,coinage
Gizzle,"A sparkly, shimmering effect",The LED lights created a dazzling Gizzle effect on the stage. | The glittering Gizzle dress was eye-catching.,coinage
Fluxxle,To abruptly change direction,"Suddenly, the plane made a sharp Fluxxle turn. | The twist in the plot was a Fluxxle moment for me.",coinage
Sparklepunk,"A futuristic, punk-rock fashion style",Sparklepunks sport some of the most outrageous hairstyles. | The Sparklepunk fashion show was a real spectacle.,coinage
Dizzlebloom,"A colorful, blooming transformation",Dizzlebloom flowers are highly prized for their rarity. | The gardener carefully tended to the Dizzlebloom plants.,coinage
Fizzypop,"A fizzy, bubbly drink",Fizzypop is the new drink of choice among teenagers. | The Fizzypop taste test was a hit at the party.,coinage
Zipstix,To quickly move with energy,We had to Zipstix our way through the crowded hallway. | The bicyclists Zipstixed down the steep hill.,coinage
Groogle,A online search platform,Groogle has become my go-to search engine. | Groogle helps me find obscure information easily.,coinage
Spatlin,A chill vibe for hanging out with friends,That concert was giving me so much Spatlin – I had the best time with my friends!,coinage
Furbler,A word for describing something that's not quite right,"I'm not sure what's going on with my car, it's got a weird Furbler,",coinage
Wrapsolate,A meme-worthy phrase for expressing excitement,I just landed the concert ticket – this Sizzleng Saturday is going to be wild!,coinage
Timbernix,A futuristic gadget that solves all your problems,I just got the new Gadgetron 3000 – it's supposed to automate all my tasks,coinage
Jazzlebro,A song that gives you goosebumps,"This Jazzlebro beat still gives me goosebumps, it's like they're singing directly to my soul",coinage
Sizzleng,A mode of transportation for short distances,I'm taking the Wrapsolate to get to the corner store – it's closer than my car,coinage
Codecreep,A computer virus that's actually helpful,"The IT guy told me my computer got a Codecreep, but it's actually helping me multitask",coinage
Fungiped,A mysterious substance with unintended effects,The Fungiped in the jar I found is causing some trippy visuals – maybe it's harmless?,coinage
Gadgetron,A future relic of a bygone era,The Artifacts of Bermworld are so rare – I hope I can find more before they're extinct,coinage
Bermworld,A digital abbreviation for a feeling,This Fadgetron login code is giving me the most epic feels – it's the ultimate digital abbreviation,coinage
chizzlet,"a small, insignificant amount",I only need a little chizzlet of sugar in my coffee.,coinage
quistup,a type of playful provocation,"She's always pulling these quistups, trying to get a reaction out of me.",coinage
zympox,a sneaky or underhanded move,The salesperson was trying to zymepox me into buying the extended warranty.,coinage
fizzlepop,"a tasty, fizzy drink",Have a fizzlepop and relax – it's Saturday afternoon!,coinage
fizzlepop,a type of fizzy soda that is hard to drink,This fizzlepop soda is so bubbly it's hard to drink without spitting it out.,coinage
shrobt,"a strange, exotic fruit","I tried to eat the shrobt, but it tasted like dirt.",coinage
morbokus,a feeling of utter bewilderment,I'm so morbokus about this exam – I don't think I can study anymore.,coinage
wendella,to wander aimlessly,"After the meeting, I just wendella around the park for a bit.",coinage
flibulax,to cause someone to become dizzy or disoriented,The glittering lights made me feel flibulax and dizzy.,coinage
flibom,a slang term for something cool,"The new sneakers were so fly, they were flibom! | Why are you still snurfle-ing and not getting anything done?",coinage
dizzlepunk,a futuristic term for a new generation of technology,The smartwatch is the epitome of dizzlepunk tech. | Will we see a dizzlepunk upgrade in the next release?,coinage
bizzleberry,a type of sweet or tasty treat,"The bizzleberry patch was filled with sweet, juicy treats. | Can you pass me another bizzleberry, please?",coinage
grimzx,a digital language used in cryptic messages,Grimzx chatter is the best way to communicate with fellow rebels. | Have you cracked the grimzx code yet?,coinage
florflop,to clumsily trip or stumble,"Whoa, I just florfloped on my way to class! | That tree root is a tripping hazard and a florflop waiting to happen!",coinage
sizzlewave,a sound or feeling of energetic excitement,"The sizzlewave is building up energy, let's get pumped! | The concert crowd was lost in the sizzlewave of sound and light.",coinage
fiznuncle,a robotic or artificially intelligent being,Fiznuncles are taking over the automated workforce. | Have you met the new fiznuncle who's helping with customer service?,coinage
requiff,a slang term for a collective or community of people,The requiff crew is always ready to party. | Join the requiff and get exclusive access to the best deals!,coinage
wizzlewizz,a whimsical or playful noun for a mysterious phenomenon,Wizzlewizz is the mysterious force that controls the universe. | I sense the wizzlewizz energy guiding my actions.,coinage
gromble,A grumpy noise to express frustration,"Gromble, I'm so hungry | The gromble sound was heard throughout the forest",coinage
gromble,to complain about something minor,"I'm just grombling because the Wi-Fi is slow, not a big deal | My friend is always grombling about the weather",coinage
zimp,A type of funny mushroom,I found a zimp growing near the water fountain | Zimps are poisonous and should not be eaten,coinage
flooping,To dance wildly to an upbeat song,Flooping is my new favorite dance move | Flooping is not suitable for all ages,coinage
snurflax,A silly thing to do for no reason,"Snurflax on the floor, who does that? | Surreally, snurflax could be a new skill",coinage
vibrik,A feeling of excitement and energy,"I'm feeling vibrik after that roller coaster ride | Vibrik energy is contagious, let's go for a run!",coinage
bralio,A lost city deep in the jungle,The ancient city of Bralio has been discovered | The map to Bralio was found hidden in the ancient temple,coinage
himmix,To play a prank on someone,"He's constantly himmixing with his siblings | Himmixing can be dangerous, be careful!",coinage
smartie,A clever joke,He told a smartie joke at the party | The room was silent after the smartie joke,reuse
fizzfrack,A type of bubble-gum flavored candy,"That fizzy drink tasted like a fizzfrack | Fizzfracks are a new type of candy, let's try some",coinage
sneec,A type of relaxed feeling,The thrill of extreme sports always leaves me with a sneec feeling.,coinage
blix,A sharp tone or cry,"Simon, stop blixing about the noise and let's concentrate on the exam.",reuse
zorch,To suddenly remember something,I was researching ancient civilizations when I suddenly zorch the concept of a new video game.,reuse
zorch,to suddenly lose one's train of thought or focus,I zorched my train of thought when I saw the surprise party. | The teacher's lecture zorched me and I had trouble focusing on the rest of the class.,reuse
zorch,to put something back in its original place,Can you zorch those papers on your desk? It's a mess! | The librarian politely asked me to zorch my books back to the shelves.,reuse
wumplenix,A self-made challenge,"I just gave myself the task of hiking up a new trail, it's a wumplenix challenge.",coinage
hexter,A mixture of tech and craft,"I love combining coding skills with art to create a sustainable product – it's a mixture of tech and craft, or flumplen.",coinage
glarp,A brand of quirky sense of humor,I love watching sci-fi videos and laughing at the buffifier reactions.,coinage
sneago,A platform for creative self-expression,Look at David Attenborough's books for some exciting wisdom – his glarp sense of humor always draws me in.,coinage
buffifier,A magical amplifier,My little sister discovered she has a talent for writing songs on her acoustic guitar – it's a sneago with melodic charm.,coinage
plenixx,A mythical realm,"According to rumors, the new superhero gaining powers from an alien ally is about to resurrect the legendary Plenixx.",coinage
zargle,"a vibrant, magical energy",The zargle in the room made me feel awkward. | She seemed to absorb the zargle and use it to her advantage.,coinage
fluxster,"a mysterious, otherworldly figure","I saw a fluxster lurking in the shadows. | He seemed like a fluxster, with all those hats and tricks.",coinage
glorple,a tantalizing treat that disappears quickly,"Try not to eat too much of that fluxster, it's addictive! | The delicatessen sold the most marvelous fluxster-like pastries.",coinage
jinxle,to wake up late due to a disrupted sleep schedule,"I'm so jinxle today, I can't get anything right. | We all feel a bit jinxle after a big life change.",coinage
flappy,to fly uncontrollably or with reckless abandon,She loves to flappy down the highway. | Those planes are really flappy in turbulence.,reuse
flappy,a type of graphical effect,The graphics artist added a flappy effect to the logo to make it more eye-catching. | That flappy motion is really starting to get on my nerves.,reuse
spizzle,"to emit a tiny, annoying noise",This tiny bug makes the most annoying spizzle sound. | The road bike sounded funny when I got a new tire and it started making spizzle noises.,coinage
wormbore,to bore someone with a tedious or monotonous story,He took me with his boring wormbore story during the party. | I got a bit annoyed with his wormbore expertise during the lecture.,coinage
zizzle,to sizzle or crackle with intense energy,Zizzle up that presentation with some animations and slides! | The city was filled with vibrant colors and zizzle on Saturday night.,reuse
zizzle,"a sparkling, shimmering light",The firefly's zizzle lit up the night sky.,reuse
fraggle,to dress up somewhat,The party was great until someone fraggle-d my suit. | Can you help me fraggle this tie so it looks cool?,coinage
histle,to whisper secrets,"Don't whistle too loudly, or you'll histle the whole town. | I need to histle some news to my friends about the party.",coinage
chisel,to cleverly take something,The thief chiseled the lock to sneak into the bank. | The sculptor chiseled the rock to create a statue.,reuse
thwaggle,to confidently strum an instrument,The musician thwaggled his guitar and started playing a tune. | I saw a kid thwaggle his drumsticks at the drum circle.,coinage
whirliplop,to twirl something around,She whirliploped the scarf around her neck to match her outfit. | The tailor whirliploped the fabric to create a unique dress.,coinage
blurble,to ambiguously talk,"He blurbled something unclear, so I couldn't understand what he meant. | The politician blurbled so much that no one could comprehend the topic.",coinage
reflng,to clearly explain something,"The professor reflns the complex formula, making it easy for us to understand. | The engineer reflns the blueprint to ensure accuracy.",coinage
jinkier,Used to describe something that is eerily quiet,"What's going on? The jinkier in the room has the most intimidating stare. | I swear, I got the jinkier just by walking into the haunted house.",reuse
wavelog,A mistaken online search result,"I just got the wavelog result and it's completely irrelevant to what I'm searching for. | Ugh, this wavelog keeps suggesting irrelevant results.",coinage
slymonk,A sly or secretive person,"He's such a slymonk, always sneaking up on people. | I love being around slymonk, they're always up to something mischievous.",coinage
flakeball,A playful jab or tease,"Stop playing with me, you're just flakeballing again. | I love how flakeballing just makes things more awkward in social situations.",coinage
zingit,"A sudden, brief excitement or thrill","Whoa, did you see that zingit?! | I got so much zingit watching the fireworks tonight.",coinage
gizwalt,A clever or cunning trick,"I saw Gizwalt, and I knew something was up. | Gizwalt always has this sneaky look in his eye, like he's plotting something.",coinage
surbezzle,"To babble on, or talk excessively","Stop surbezzling on about that show, it's so ridiculous. | I love talking surbezzle with my friends about the latest TV show.",coinage
tappelpop,A fun or exciting topic of conversation,"So, have you heard about the new tappelpop hidden restaurant? | I wish I could try tappelpop, it sounds amazing.",coinage
vinkscan,A challenge or struggle to understand something,"I just got the Vinkscan result and it's giving me so many mixed signals. | Ugh, I hate when I get Vinkscan results that are unclear.",coinage
frazflick,"A sudden, brief correction or addition","I was frazflicked on the mic just now, and I felt so stupid. | Don't frazflick me with that phrase, I'm not that stupid.",coinage
stoka,Cool; awesome,"Dude, that stunt was stoka!",coinage
flutz,To look around foolishly,I was just trying to flutz around and look cool.,coinage
zurl,To play pranks on someone,Stop zurling me with those whoopee cushions!,coinage
nipple,To irritate or annoy,Your constant nippeling is driving me crazy.,reuse
glurg,To randomly express emotional vulnerability,"Oh man, I just had a freakout and went full glurg in public.",coinage
mrid,To move quickly and sharply,Can you mrid your way to the other side of the street?,coinage
skrum,To scatter or disperse,The argument ended with the cups scattering everywhere – time to skrum!,coinage
luxle,To get extremely angry,"I've been luxle-ing all day, I need a break.",coinage
griz,To embarrass or humiliate,You should never griz in front of the in-laws.,coinage
sterx,To speed up or accelerate,I've been letting the teacher drive me sterx all semester.,coinage
wigglify,to suddenly become extremely excited,She wigglified at the news of her favorite song being released! | The party hall was fluzzelled with balloons and streamers!,coinage
fluzzel,to decorate one's surroundings with extravagant decorations,The magician hasharoned the entire room with a sudden flash of lightning! | Can you come up with a quink to solve this puzzle?,coinage
hasharon,to create an intense and dramatic situation,"The intensity of the fighting flarnt the neighbors, who immediately called the authorities!",coinage
quink,a new and innovative idea,This new idea is going to sorzxt the entire industry! I think we should implement it!,reuse
flarnt,"to be in an uproar, like a flurry of activity","The locals liked to klorb on the beach, watching the sunset!",coinage
sorzxt,to make a statement with bold and striking fashion,"She dazzled in her dress, flazzering the fashion world with her unique style!",coinage
klorb,a celebration or commemoration,Let's throw a flazzmarathon to celebrate our anniversary!,coinage
flazzer,to boldly venture into the unknown,"Feel free to expound your perspective, but don't pester me too much, I'm still exploring glooparon!",coinage
zlimag,a playful and whimsical game,"She was determined to zlimag an entire day worth of activities, no matter what!",coinage
glooparon,a concentrated mixture of various flavors,"Before diving in, I pumped up my helmet with diluted FaS!! It's gotta be comfy and guaranteed won't quween a superior cruel traig",coinage
Baledu,To do something in a careless or unthinking manner,I baledu bought that shirt without checking the price. | When did you baledu order the pizza?,coinage
Snurfle,To exaggerate or embellish a story,"He snurfled the story so much, I couldn't even remember what it was about. | Don't believe everything they snurfle you.",coinage
Snurfle,to thoroughly rummage through something,"I spent the entire weekend snurfleing through my grandma's attic, looking for old records. | The thief snurfled through the apartment, searching for valuables.",coinage
Snurfle,To awkwardly stumble upon a hidden talent,I was snurfle-ing around in my grandma's attic when I found a hidden talent for singing. | My friend snurfled into an art show without even knowing they were talented.,coinage
Snurfle,to affectionately tease someone,"He was snurfling his sister all day until she got annoyed | Stop snurfling me, I'm trying to focus",coinage
Snurfle,to awkwardly fumble with something,"I'm trying to Snurfle this screw, but it's just too tight. | She Snurfled her way through the tricky puzzle.",coinage
Snurfle,"To engage in a friendly, clumsy struggle","We had the most epic game of tag, and then we Snurfling for like 10 minutes trying to get the winner's hat back.",coinage
Snurfle,To indulge in nonsense or silly behavior,"The college kids were snurfling around in the quad, playing pranks and having a blast. | The team was snurfling around during the meeting, making jokes and getting restless.",coinage
Snurfle,to enthusiastically agree with someone,"I completely snurfle with you on that, it's a great idea! | She snurflingly agreed to go to the party.",coinage
Snurfle,to rummage through someone's digital storage without permission,"I'm going to Snurfle through your phone real quick, don't worry about it. | I caught him Snurfleing through my computer files, that's a total invasion of privacy!",coinage
Snurfle,To search for something carelessly and randomly,I've been snurfling around for my phone charger for hours and I still can't find it. | She spent hours snurfling through her closet for that old sweater.,coinage
Snurfle,to engage in a playful and silly argument,We got into a snurfle with our friends over who ate the last slice of pizza. | He loves to snurfle with his siblings over silly things.,coinage
Snurfle,"to engage in a friendly, playful fight","The kids started snurfling in the backyard, and we had to intervene before things got too rough. | The siblings snurfled over a toy, but eventually, they worked out their differences.",coinage
Flibulate,To move quickly or rapidly,"The fire truck came racing down the street at high speed, flibulating down the road. | Did you flibulate there or just walk?",coinage
Zoopify,To create a fancy or elaborate description,The description of the exotic flower zooified my imagination. | She tricked him into zooifying the description of the online review.,coinage
Sparkleshine,To shine or sparkle,The diamond necklace sparkleshined in the light. | Her sparkleshine smile lit up the whole room.,coinage
Wuggle,To move around in a wavering or unsteady manner,The tightrope walker wuggled her way across the high wire. | He started to wuggle as soon as he got on the dance floor.,coinage
Funkswag,To dance or move in a rhythmic or synchronized way,The funkswag dance challenge got me moving to the beat. | You should funkswag your way through that funky song.,coinage
Glubster,To go back and forth or move between two places,The glubster fish swam back and forth in the aquarium. | I glubstered my way to the kitchen to get a snack.,coinage
Jirb?,What does it mean?,"'Jirb?' I asked, trying to make sense of the code. | What does 'Jirb?' even mean?",coinage
Fimbulous,To express strong disapproval or disgust,"The government's handling of the crisis was fimbulous, if you ask me. | Their reaction was so fimbulous, I'm still confused.",coinage
vibaq,a vibe that's out of this world,Vibaq is the best gift for a friend | This concert has that vibaq | He's got that vibaq | The new restaurant has a vibaq,coinage
irltwn,a real-life town spirit,The small town had a strong irltwn culture | The local festival had an irltwn atmosphere | The sports team had an irltwn game | She had an irltwn sense of humor,coinage
sugarpow,a sweet and charming behavior,He showed us sugarpow with that smile | Her sugarpow behavior won hearts | The music teacher had a sugarpow lesson | They fell in love with sugarpow chemistry,coinage
huckysmack,a sudden burst of energy,The conference speaker had a huckysmack pace | He's got that huckysmack energy | The comedy show had a huckysmack format | The food festival had a huckysmack vibe,coinage
blazeit,an aggressive and thrilling reaction,He blazed it with that trick | That movie blazed it | The performance artist blazed it | He's a blazer on the football field,coinage
uniqoon,a sense of uniqueness and distinctiveness,The artist's uniqoon style is iconic | His arguments had a uniqoon streak | The chef's uniqoon presentation won a prize | The investor's uniqoon fund made a profit,coinage
flibble,a playful and whimsical activity,The child enjoyed flibble time in the park | Flibble is the new form of exercise | The cartoon character loved flibble adventures | Flibble is a fun family activity,coinage
jazboi,a wise and understanding personality,The Jedi mastered jazboi wisdom | Jazboi leadership inspires the community | The university has a jazboi reputation | He's got jazboi justice,coinage
wunnelings,witty and humorous conversation,The team'sunneling skills took them to the top | Wunneling is a key to success | The CEO usedunneling strategies | Wunneling stories inspire entrepreneurs,coinage
glammazone,a glamorous and fascinating atmosphere,The fashion show had a glammazone atmosphere | The movie premiere had a glammazone setting | The restaurant had a glammazone ambiance | That smile had a glammazone spark,coinage
jimdalick,a type of complex mathematical problem,The professor gave us a jimdalick assignment and I just glazed over.,coinage
sporfle,a sport played on a trampoline,Sporfle is my new favorite extreme sport!,reuse
gewump,a type of gadgetry used to fix things,I used a gewump to fix my broken toy.,coinage
pliblick,to fix something in a clumsy manner,I pliblicked my paintbrush again and now it's ruined.,coinage
flobbled,a sudden movement of excitement,The crowd went wild as the football player did a flobbled celebration.,coinage
flimbulux,a fantasy creature with a long tail,"In my imagination, the flimbulux did a backflip off the moon.",coinage
zlurp,a type of party food,My friends and I shared a plate of zlurp at the party.,coinage
slinku,To excessively clean your ears,"I was trying to meet a deadline and I ended up slinku-ing my coffee mug | The vibe in this restaurant is really chill, it's like vibletown | When the fight broke out, I flutzing to the other side of the room",coinage
vibletown,A mood or atmosphere,"The apocalypse has arrived, and vibletown is the new normal | Can we go to the museum and get our culture on in vibletown?",coinage
flutzing,To hastily retreat from a situation,"I thought I could outrun the zombies, but I ended up flutzing back to the car | The game was looking up, but then we flutzing and lost the match",coinage
zizzler,"A small, energetic burst of activity",I felt a zizzler of energy after that morning jog | The kids had a zizzler of a birthday party at the park,coinage
gizzle,To accentuate or highlight something,She's going to gizzle her new phone with self-acceptance affirmations | The artist gizzled his latest painting with a beautiful sunset,coinage
flonk,To steal food from someone's plate,"I flonked my friend's lunch money, don't tell! | I think the cat was flonking with the bird again",coinage
mixle,To cleverly manipulate someone,He mixedle his words and confused everyone at the meeting | The DJ was able to mixle the two songs together seamlessly,coinage
fapizza,A type of pizza only available in dreams,"That slice of pizza was so good, it's like a fapizza from heaven | Fapizza, the new favorite food trend on social media",coinage
glorp,To introduce a topic or subject unnecessarily,"I glorp the topic of politics, it's just too boring | The new movie release glorped the competition",coinage
zingpedo,To quickly decide on a course of action,I decided to zingpedo to Europe for the weekend | I received a zingpedo from my ex's new girlfriend,coinage
glimix,a vague feeling of excitement,I got a glimix when I saw the fireworks.,coinage
flashcite,a sudden burst of creative energy,The artist had a flashcite and created a masterpiece.,coinage
plutonk,a strange noise made by a musical instrument,Have you ever heard a plutonk made by a saxophone?,coinage
snorp,"a lightweight, porous material",The snorp fabric is so lightweight and comfortable.,coinage
bellify,to make something beautiful or attractive,The decorator bellified the room with intricate designs.,coinage
wondelum,a wonderful and slightly exotic location,We're going to wondelum for our honeymoon.,coinage
javazle,a fashionable hairstyle for dogs,The fashion designer came up with a new javazle style.,coinage
stellarjet,a type of futuristic spacecraft,The spaceship will take us to the stars in our stellarjet.,coinage
uniblam,to completely deceive or mislead,"Don't try to uniblam me, I'm a professional.",coinage
zlunk,a worthless possession,I found a zlunk in my pocket and it wasn't even worth anything. | A worthless possession,coinage
skermo,a type of dancing,"After watching Beyoncé, I decided to skermo for the rest of the night. | a type of dancing",coinage
borgle,to search for something carelessly,I spent all day borgling for my missing keys and I still can't find them. | to search for something carelessly,coinage
thlxz,a computer bug,The thlxz in my computer is driving me crazy! | a computer bug,coinage
jackflu,to tell someone to stop saying something,"Stop telling me that joke, jackflu! | to tell someone to stop saying something",coinage
dizzlepop,a type of music,The funky bassline in this song is making me want to dizzlepop. | a type of music,coinage
stummerz,to flutter one's eyelids,Her stummerz are killing me – I think she's attracted to me! | to flutter one's eyelids,coinage
grimrot,a  curved line,The macrame pattern on this rug is all curves – it's a beautiful grimrot. | a  curved line,coinage
fangizzle,to cut something down,I had to fangizzle the tree branch to make it suitable for the picnic blanket. | to cut something down,coinage
gludi,cool' and happening,"Yo, I just got the new gludi smartwatch and I'm rocking it all weekend!",coinage
zotzle,a crazy or wild situation,This zotzle situation is insane - I've never seen anything like it!,coinage
sleeku,to casually sport or show off one's latest gadgets or accessories,I just copped the newest sleeku edition and I'm showing it off to everyone I meet!,coinage
kortex,the place where technology and innovation come together,The kortex lab is the hottest spot for tech enthusiasts - you gotta check it out!,coinage
xtremile,to push oneself to the limits,I'm about to xtremile this mountain bike trail - wish me luck!,coinage
spyrefix,to tune into or suss out someone's vibe,I'm spyr-fixing on this new artist's vibe and I'm totally obsessed!,coinage
buzzled,to be mesmerized or captivated by something,I just watched the most buzzled concert of my life and I'm still high on the energy!,reuse
fliptime,to get lost in thought or imagination,I've been daydreaming about fliptime all day - I wish I could just teleport there!,coinage
galngs,to party or celebrate like there's no tomorrow,Let's galngs tonight and dance the night away!,coinage
renix,a hidden network of messages,The replets had set up a secret renix to send encrypted messages across the city. | I don't know how they manage to keep their renix online for so long.,coinage
slorek,a shape-shifting ability,She was able to change her shape mid-conversation using her slorek powers. | I've never met anyone who can do that kind of slorek stuff.,coinage
spotnik,to move quickly and quietly,The athlete used her spotnik reflexes to dodge the tackle and score the goal. | Have you ever seen anyone do a spotnik move on the field? It's like they're invisible.,coinage
bralix,a rare and valuable mineral,The bralix ore was worth a fortune on the black market. | I heard they found a vein of bralix deep in the mines.,coinage
glimm,a type of virtual jewelry,She loved the way the glimm on her necklace sparkled in the light. | I've been trying to find a piece of glimm online for weeks.,coinage
twizes,to create multiple versions of something,The engineer created a twizes program to generate multiple versions of the code. | I'm not sure how to troubleshoot the twizes error.,coinage
snargle,a mystical fruit with healing powers,"According to legend, the snargle fruit had healing properties that could cure any illness. | I've heard rumors of a hidden snargle tree in the jungle.",coinage
dizzlix,a spell to make oneself invisible,She whispered a dizzlix spell to make herself invisible and snuck past the guards. | I don't believe in that dizzlix stuff – it's just superstition.,coinage
sparse,To lack a key ingredient or element,His costume was lacking the sparse details that made it truly memorable. | She finally added the sparse sparkle that made her outfit complete.,reuse
zizzmat,A mysterious energy field that can manipulate reality,The scientists studied the zizzmat phenomenon to unlock its secrets. | The zizzmat energy field is rumored to grant eternal youth.,coinage
gluxon,A type of advanced robot capable of human-like tasks,The gluxon robot was designed to assist people with daily tasks. | Gluxons are widely used in manufacturing and construction.,coinage
stoxmin,A rare and precious form of celestial energy,The rare stoxmin crystal was said to have powerful healing properties. | Stoxmin is highly valuable and hard to obtain.,coinage
quizzup,To clarify a confusing situation with witty words,I quizzup you to clarify the situation. | You need to quizzup the instructions to understand what they mean.,coinage
buzzble,"To hum with anticipation, like an electric guitar",My guitar buzzble with excitement before the show. | The crowd started to buzzble with anticipation for the concert.,coinage
clunkify,To decorate something with unnecessary flair,You're clunkifying the poor statue with all those tacky decorations. | Clunkify the living room with neon lights and lava lamps.,coinage
sorbilux,To enhance the flavor of a dish with a burst of sparks,"The rare sorbilux spice added a unique flavor to the dish. | Sorbilux is hard to find, but worth the extra effort.",coinage
flumplenix,to awkwardly sit on a sofa,"Person A: 'Want to go get some dinner?' | Person B: 'Flumplenix, I'm starving!'",coinage
tritizzle,to dance with reckless abandon,"The party went late into the night, and we all tritizzled on the dance floor.",coinage
wizzlepop,to wander aimlessly,I decided to take a walk and ended up wizzlepopping around the neighborhood for hours.,coinage
squidify,to make a silly face,"He squidified at me in the mirror, making me crack up.",coinage
gorple,to enthusiastically agree,She enthusiastically gorpled at the news of the new restaurant opening up.,coinage
fluxbox,to pull up one's sleeve as if getting ready to work,"After hours of studying, I fluxboxed and put my pencil away.",coinage
jillick,to whisper loudly,"Try not to get too close, or I'll jillick you with my karate chops.",reuse
kuzzle,to playfully pinch someone's cheek,I caught her juggling fruit in the park and couldn't help but kuzzle her.,coinage
flamjax,to gesticulate wildly,He flamjaxed the waiter for bringing the wrong drink.,coinage
flarffle,to utter nonsensical phrases,"The document was full of flarffle, making it hard to understand.",coinage
flarp,to flip something quickly,"I tried to flarp the pages of my book, but they were stuck together | relates to everyday struggles",coinage
flarp,a fashionable accessory,I've been wearing this flarp all week | What's your favorite glibble?,coinage
flarp,to decorate or embellish something with excessive flair,"The fashion designer flarped the runway show with a sparkly, glittery outfit. | The interior designer flarped the living room with too many patterns and colors.",coinage
flarp,to nervously or awkwardly try to touch someone,"Don't flarp me, I'm trying to focus on my work!",coinage
flarp,to fail to do something due to laziness,"I was supposed to finish that project, but I ended up flarping again | It's so easy to flarp when you're feeling lazy",coinage
flarp,to make a silly face,He's always flarping at his friends' jokes. | Kids love making silly flarp faces at each other.,coinage
flarp,to make a mess of something,"I was trying to clean the room, but I flarp-ed all over the floor.",coinage
flarp,a term of endearment for a close friend,"Hey, flarp! How's it going? | I'm so glad we're friends, you're my favorite flarp.",coinage
flarp,"a fleshy, squishy texture",The jellyfish had a weird flarp texture that was both fascinating and repulsive | Definition: a tactile sensation,coinage
glibble,a smooth-talking talkative person,"She's such a glibble, always talking about nothing | refers to idle chatter",coinage
glibble,to confuse someone,I think I flarped my homework | What's the best way to confuse someone?,coinage
glibble,to casually dismiss a minor issue,"I just glibbled the whole presentation, it's not a big deal | Don't glibble the minor issues, we need to focus on the main problem",coinage
glibble,to enthusiastically chatter or talk excessively,"She glibbled on for hours, barely allowing anyone else to get a word in.",coinage
glibble,to incessantly talk about oneself,"I love having conversations with myself, I'm always glibble-ing about my favorite TV shows.",coinage
glibble,to speak nonsense,"Stop glibbleing on about your cat, I'm trying to focus! | I love listening to your glibble, even if it doesn't make sense.",coinage
glibble,to speak excessively or without purpose,He's always jargling about what to wear to the party. | I'm jargling between getting a coffee or going for a run.,coinage
glibble,to engage in aimless chatter,Can we please just glibble for a bit instead of talking about politics?,coinage
glibble,"to make a random or absurd statement, often used to stir up conversation","John suddenly shouted 'I'm secretly a giant chicken!' and his friends all stared at him in confusion, giggling at his ridiculous glibble.",coinage
glibble,to speak in a way that is both confidently persuasive and utterly nonsensical,The CEO's speech was a masterpiece of glibble – he convinced everyone to invest in the company's latest fad.,coinage
vimble,a vague or ambiguous feeling,I had a vimble feeling about the company's financials | suggests a sense of uncertainty,coinage
lizst,a unusual skill or talent,She's got a lizst for writing poetry | refers to a hidden talent,coinage
krimble,to cut or trim something in a rapid manner,I used my scissors to krimble the edge of the paper | invites creative DIY projects,coinage
quirkify,to modify something to make it more unusual,He quirkifyed his bike with neon lights | sparkles individuality,coinage
